time,x_real,y_real,SOC,power,rpm,mtr_temp
5147.00,-8.37,20.23,74.27,-46.80,1776.91,89.70
5148.00,-8.17,20.24,74.26,-46.70,1777.37,89.69
5149.00,-8.17,20.35,74.26,-46.60,1777.84,89.68
5150.00,-8.09,20.32,74.25,-46.50,1778.31,89.68
5151.00,-8.28,20.10,74.25,-46.40,1778.77,89.67
5152.00,-8.09,20.24,74.24,-46.30,1779.23,89.66
5153.00,-8.09,20.26,74.24,-46.20,1779.69,89.66
5154.00,-8.27,20.19,74.23,-46.10,1780.16,89.65
5155.00,-7.97,20.29,74.23,-46.00,1780.62,89.64
5156.00,-8.19,20.48,74.22,-45.90,1781.07,89.64
5157.00,-8.37,20.34,74.22,-45.80,1781.53,89.63
5158.00,-8.32,20.02,74.21,-45.70,1781.99,89.62
5159.00,-8.26,20.32,74.21,-45.60,1782.45,89.61
5160.00,-7.99,20.23,74.20,-45.50,1782.90,89.61
5161.00,-8.37,20.42,74.20,-45.40,1783.35,89.60
5162.00,-7.96,20.12,74.19,-45.30,1783.81,89.59
5163.00,-8.31,20.32,74.19,-45.20,1784.26,89.59
5164.00,-8.13,20.35,74.18,-45.10,1784.71,89.58
5165.00,-8.07,20.29,74.18,-45.00,1785.16,89.57
5166.00,-7.87,20.44,74.17,-44.90,1785.61,89.56
5167.00,-8.09,20.33,74.17,-44.80,1786.06,89.56
5168.00,-7.86,20.36,74.16,-44.70,1786.50,89.55
5169.00,-8.25,20.42,74.16,-44.60,1786.95,89.54
5170.00,-8.04,20.21,74.15,-44.50,1787.40,89.53
5171.00,-7.96,20.37,74.15,-44.40,1787.84,89.52
5172.00,-8.14,20.48,74.14,-44.30,1788.28,89.52
5173.00,-7.90,20.34,74.14,-44.20,1788.72,89.51
5174.00,-8.05,20.49,74.13,-44.10,1789.17,89.50
5175.00,-8.06,20.06,74.13,-44.00,1789.61,89.49
5176.00,-7.79,20.16,74.12,-43.90,1790.04,89.48
5177.00,-8.02,20.31,74.12,-43.80,1790.48,89.48
5178.00,-8.06,20.15,74.11,-43.70,1790.92,89.47
5179.00,-7.93,20.43,74.11,-43.60,1791.36,89.46
5180.00,-8.13,20.01,74.10,-43.50,1791.79,89.45
5181.00,-7.81,20.16,74.10,-43.40,1792.22,89.44
5182.00,-7.99,20.00,74.09,-43.30,1792.66,89.44
5183.00,-8.08,20.13,74.09,-43.20,1793.09,89.43
5184.00,-7.66,20.17,74.08,-43.10,1793.52,89.42
5185.00,-8.12,20.03,74.08,-43.00,1793.95,89.41
5186.00,-7.72,20.04,74.07,-42.90,1794.38,89.40
5187.00,-8.12,20.04,74.07,-42.80,1794.81,89.39
5188.00,-7.81,20.28,74.06,-42.70,1795.23,89.38
5189.00,-8.08,20.47,74.06,-42.60,1795.66,89.38
5190.00,-7.98,20.49,74.05,-42.50,1796.09,89.37
5191.00,-8.06,20.16,74.05,-42.40,1796.51,89.36
5192.00,-7.95,20.05,74.04,-42.30,1796.93,89.35
5193.00,-7.95,20.13,74.04,-42.20,1797.35,89.34
5194.00,-7.79,20.05,74.03,-42.10,1797.78,89.33
5195.00,-7.60,20.19,74.03,-42.00,1798.20,89.32
5196.00,-7.68,20.09,74.02,-41.90,1798.61,89.31
5197.00,-7.66,20.41,74.02,-41.80,1799.03,89.30
5198.00,-7.88,20.18,74.01,-41.70,1799.45,89.29
5199.00,-7.79,20.39,74.01,-41.60,1799.87,89.29
5200.00,-7.61,20.29,74.00,-41.50,1800.28,89.28
5201.00,-7.66,20.38,74.00,-41.40,1800.69,89.27
5202.00,-7.83,20.39,73.99,-41.30,1801.11,89.26
5203.00,-7.93,20.26,73.99,-41.20,1801.52,89.25
5204.00,-7.76,20.49,73.98,-41.10,1801.93,89.24
5205.00,-7.57,20.41,73.98,-41.00,1802.34,89.23
5206.00,-7.53,20.21,73.97,-40.90,1802.75,89.22
5207.00,-7.73,20.36,73.97,-40.80,1803.16,89.21
5208.00,-7.86,20.47,73.96,-40.70,1803.56,89.20
5209.00,-7.79,20.38,73.96,-40.60,1803.97,89.19
5210.00,-7.51,20.43,73.95,-40.50,1804.38,89.18
5211.00,-7.42,20.41,73.95,-40.40,1804.78,89.17
5212.00,-7.64,20.28,73.94,-40.30,1805.18,89.16
5213.00,-7.72,20.04,73.94,-40.20,1805.58,89.15
5214.00,-7.79,20.46,73.93,-40.10,1805.99,89.14
5215.00,-7.43,20.48,73.93,-40.00,1806.39,89.13
5216.00,-7.42,20.39,73.92,-39.90,1806.78,89.12
5217.00,-7.70,20.07,73.92,-39.80,1807.18,89.11
5218.00,-7.43,20.37,73.91,-39.70,1807.58,89.10
5219.00,-7.81,20.05,73.91,-39.60,1807.98,89.09
5220.00,-7.74,20.44,73.90,-39.50,1808.37,89.08
5221.00,-7.69,20.17,73.90,-39.40,1808.76,89.07
5222.00,-7.76,20.47,73.89,-39.30,1809.16,89.06
5223.00,-7.44,20.50,73.89,-39.20,1809.55,89.05
5224.00,-7.49,20.26,73.88,-39.10,1809.94,89.04
5225.00,-7.26,20.07,73.88,-39.00,1810.33,89.03
5226.00,-7.71,20.18,73.87,-38.90,1810.72,89.02
5227.00,-7.54,20.27,73.87,-38.80,1811.11,89.01
5228.00,-7.63,20.47,73.86,-38.70,1811.49,89.00
5229.00,-7.71,20.48,73.86,-38.60,1811.88,88.99
5230.00,-7.51,20.16,73.85,-38.50,1812.27,88.98
5231.00,-7.38,20.41,73.85,-38.40,1812.65,88.96
5232.00,-7.30,20.37,73.84,-38.30,1813.03,88.95
5233.00,-7.32,20.32,73.84,-38.20,1813.41,88.94
5234.00,-7.26,20.41,73.83,-38.10,1813.80,88.93
5235.00,-7.58,20.23,73.83,-38.00,1814.18,88.92
5236.00,-7.38,20.02,73.82,-37.90,1814.55,88.91
5237.00,-7.54,20.15,73.82,-37.80,1814.93,88.90
5238.00,-7.39,20.48,73.81,-37.70,1815.31,88.89
5239.00,-7.38,20.23,73.81,-37.60,1815.69,88.88
5240.00,-7.15,20.16,73.80,-37.50,1816.06,88.87
5241.00,-7.10,20.34,73.80,-37.40,1816.43,88.85
5242.00,-7.32,20.10,73.79,-37.30,1816.81,88.84
5243.00,-7.09,20.48,73.79,-37.20,1817.18,88.83
5244.00,-7.35,20.01,73.78,-37.10,1817.55,88.82
5245.00,-7.28,20.15,73.78,-37.00,1817.92,88.81
5246.00,-7.36,20.14,73.77,-36.90,1818.29,88.80
5247.00,-7.34,20.47,73.77,-36.80,1818.66,88.79
5248.00,-7.44,20.19,73.76,-36.70,1819.02,88.77
5249.00,-7.37,20.13,73.76,-36.60,1819.39,88.76
5250.00,-7.00,20.33,73.75,-36.50,1819.76,88.75
5251.00,-7.22,20.45,73.75,-36.40,1820.12,88.74
5252.00,-7.38,20.31,73.74,-36.30,1820.48,88.73
5253.00,-7.33,20.13,73.74,-36.20,1820.84,88.71
5254.00,-7.20,20.11,73.73,-36.10,1821.21,88.70
5255.00,-7.07,20.33,73.73,-36.00,1821.57,88.69
5256.00,-7.42,20.24,73.72,-35.90,1821.92,88.68
5257.00,-7.08,20.13,73.72,-35.80,1822.28,88.67
5258.00,-7.27,20.07,73.71,-35.70,1822.64,88.65
5259.00,-6.95,20.40,73.71,-35.60,1823.00,88.64
5260.00,-7.03,20.15,73.70,-35.50,1823.35,88.63
5261.00,-7.06,20.09,73.70,-35.40,1823.70,88.62
5262.00,-7.29,20.21,73.69,-35.30,1824.06,88.61
5263.00,-6.94,20.43,73.69,-35.20,1824.41,88.59
5264.00,-7.15,20.01,73.68,-35.10,1824.76,88.58
5265.00,-7.00,20.34,73.68,-35.00,1825.11,88.57
5266.00,-7.21,20.17,73.67,-34.90,1825.46,88.56
5267.00,-7.00,20.05,73.67,-34.80,1825.81,88.54
5268.00,-6.92,20.22,73.66,-34.70,1826.15,88.53
5269.00,-6.94,20.07,73.66,-34.60,1826.50,88.52
5270.00,-6.98,20.49,73.65,-34.50,1826.85,88.50
5271.00,-7.02,20.09,73.65,-34.40,1827.19,88.49
5272.00,-7.03,20.41,73.64,-34.30,1827.53,88.48
5273.00,-7.25,20.02,73.64,-34.20,1827.87,88.47
5274.00,-7.21,20.36,73.63,-34.10,1828.22,88.45
5275.00,-7.13,20.22,73.63,-34.00,1828.56,88.44
5276.00,-7.19,20.24,73.62,-33.90,1828.89,88.43
5277.00,-6.89,20.20,73.62,-33.80,1829.23,88.41
5278.00,-7.18,20.48,73.61,-33.70,1829.57,88.40
5279.00,-6.91,20.15,73.61,-33.60,1829.91,88.39
5280.00,-6.89,20.06,73.60,-33.50,1830.24,88.37
5281.00,-7.03,20.46,73.60,-33.40,1830.57,88.36
5282.00,-7.03,20.28,73.59,-33.30,1830.91,88.35
5283.00,-6.70,20.20,73.59,-33.20,1831.24,88.33
5284.00,-6.92,20.26,73.58,-33.10,1831.57,88.32
5285.00,-6.95,20.49,73.58,-33.00,1831.90,88.31
5286.00,-6.96,20.46,73.57,-32.90,1832.23,88.29
5287.00,-7.02,20.08,73.57,-32.80,1832.56,88.28
5288.00,-7.02,20.22,73.56,-32.70,1832.88,88.27
5289.00,-7.07,20.32,73.56,-32.60,1833.21,88.25
5290.00,-6.99,20.44,73.55,-32.50,1833.54,88.24
5291.00,-7.05,20.47,73.55,-32.40,1833.86,88.23
5292.00,-6.72,20.44,73.54,-32.30,1834.18,88.21
5293.00,-6.85,20.28,73.54,-32.20,1834.50,88.20
5294.00,-6.73,20.06,73.53,-32.10,1834.83,88.18
5295.00,-6.87,20.01,73.53,-32.00,1835.15,88.17
5296.00,-6.98,20.19,73.52,-31.90,1835.46,88.16
5297.00,-6.69,20.01,73.52,-31.80,1835.78,88.14
5298.00,-6.62,20.48,73.51,-31.70,1836.10,88.13
5299.00,-6.94,20.11,73.51,-31.60,1836.42,88.11
5300.00,-6.91,20.24,73.50,-31.50,1836.73,88.10
5301.00,-6.63,20.38,73.50,-31.40,1837.04,88.08
5302.00,-6.93,20.44,73.49,-31.30,1837.36,88.07
5303.00,-6.83,20.11,73.49,-31.20,1837.67,88.06
5304.00,-6.83,20.14,73.48,-31.10,1837.98,88.04
5305.00,-6.70,20.40,73.48,-31.00,1838.29,88.03
5306.00,-6.85,20.00,73.47,-30.90,1838.60,88.01
5307.00,-6.65,20.30,73.47,-30.80,1838.91,88.00
5308.00,-6.83,20.46,73.46,-30.70,1839.21,87.98
5309.00,-6.71,20.17,73.46,-30.60,1839.52,87.97
5310.00,-6.71,20.26,73.45,-30.50,1839.83,87.95
5311.00,-6.56,20.06,73.45,-30.40,1840.13,87.94
5312.00,-6.80,20.14,73.44,-30.30,1840.43,87.92
5313.00,-6.59,20.26,73.44,-30.20,1840.73,87.91
5314.00,-6.76,20.27,73.43,-30.10,1841.04,87.89
5315.00,-6.74,20.46,73.43,-30.00,1841.34,87.88
5316.00,-6.81,20.46,73.42,-29.90,1841.63,87.86
5317.00,-6.56,20.16,73.42,-29.80,1841.93,87.85
5318.00,-6.68,20.10,73.41,-29.70,1842.23,87.83
5319.00,-6.73,20.30,73.41,-29.60,1842.53,87.82
5320.00,-6.64,20.30,73.40,-29.50,1842.82,87.80
5321.00,-6.70,20.08,73.40,-29.40,1843.11,87.79
5322.00,-6.75,20.04,73.39,-29.30,1843.41,87.77
5323.00,-6.74,20.47,73.39,-29.20,1843.70,87.76
5324.00,-6.66,20.19,73.38,-29.10,1843.99,87.74
5325.00,-6.69,20.22,73.38,-29.00,1844.28,87.73
5326.00,-6.58,20.48,73.37,-28.90,1844.57,87.71
5327.00,-6.72,20.33,73.37,-28.80,1844.86,87.70
5328.00,-6.60,20.30,73.36,-28.70,1845.14,87.68
5329.00,-6.58,20.00,73.36,-28.60,1845.43,87.66
5330.00,-6.26,20.23,73.35,-28.50,1845.72,87.65
5331.00,-6.59,20.21,73.35,-28.40,1846.00,87.63
5332.00,-6.27,20.49,73.34,-28.30,1846.28,87.62
5333.00,-6.66,20.09,73.34,-28.20,1846.56,87.60
5334.00,-6.49,20.21,73.33,-28.10,1846.85,87.58
5335.00,-6.37,20.20,73.33,-28.00,1847.13,87.57
5336.00,-6.18,20.19,73.32,-27.90,1847.40,87.55
5337.00,-6.41,20.25,73.32,-27.80,1847.68,87.54
5338.00,-6.56,20.33,73.31,-27.70,1847.96,87.52
5339.00,-6.41,20.49,73.31,-27.60,1848.24,87.50
5340.00,-6.48,20.33,73.30,-27.50,1848.51,87.49
5341.00,-6.31,20.04,73.30,-27.40,1848.78,87.47
5342.00,-6.13,20.32,73.29,-27.30,1849.06,87.46
5343.00,-6.36,20.21,73.29,-27.20,1849.33,87.44
5344.00,-6.12,20.27,73.28,-27.10,1849.60,87.42
5345.00,-6.51,20.25,73.28,-27.00,1849.87,87.41
5346.00,-6.16,20.02,73.27,-26.90,1850.14,87.39
5347.00,-6.30,20.26,73.27,-26.80,1850.41,87.37
5348.00,-6.35,20.13,73.26,-26.70,1850.67,87.36
5349.00,-6.35,20.31,73.26,-26.60,1850.94,87.34
5350.00,-6.34,20.05,73.25,-26.50,1851.21,87.32
5351.00,-6.14,20.15,73.25,-26.40,1851.47,87.31
5352.00,-6.24,20.30,73.24,-26.30,1851.73,87.29
5353.00,-6.43,20.28,73.24,-26.20,1851.99,87.27
5354.00,-6.41,20.14,73.23,-26.10,1852.26,87.26
5355.00,-6.09,20.37,73.23,-26.00,1852.52,87.24
5356.00,-6.34,20.30,73.22,-25.90,1852.77,87.22
5357.00,-6.30,20.21,73.22,-25.80,1853.03,87.20
5358.00,-6.10,20.03,73.21,-25.70,1853.29,87.19
5359.00,-6.02,20.39,73.21,-25.60,1853.55,87.17
5360.00,-6.09,20.06,73.20,-25.50,1853.80,87.15
5361.00,-6.08,20.02,73.20,-25.40,1854.05,87.14
5362.00,-6.30,20.27,73.19,-25.30,1854.31,87.12
5363.00,-6.06,20.05,73.19,-25.20,1854.56,87.10
5364.00,-5.91,20.07,73.18,-25.10,1854.81,87.08
5365.00,-6.23,20.38,73.18,-25.00,1855.06,87.07
5366.00,-6.03,20.12,73.17,-24.90,1855.31,87.05
5367.00,-6.18,20.03,73.17,-24.80,1855.56,87.03
5368.00,-6.10,20.35,73.16,-24.70,1855.80,87.01
5369.00,-6.18,20.11,73.16,-24.60,1856.05,86.99
5370.00,-6.28,20.23,73.15,-24.50,1856.30,86.98
5371.00,-6.26,20.06,73.15,-24.40,1856.54,86.96
5372.00,-6.03,20.04,73.14,-24.30,1856.78,86.94
5373.00,-5.95,20.01,73.14,-24.20,1857.02,86.92
5374.00,-6.12,20.28,73.13,-24.10,1857.27,86.91
5375.00,-5.98,20.48,73.13,-24.00,1857.51,86.89
5376.00,-6.17,20.45,73.12,-23.90,1857.74,86.87
5377.00,-6.21,20.20,73.12,-23.80,1857.98,86.85
5378.00,-6.06,20.48,73.11,-23.70,1858.22,86.83
5379.00,-5.95,20.16,73.11,-23.60,1858.46,86.82
5380.00,-5.77,20.00,73.10,-23.50,1858.69,86.80
5381.00,-6.01,20.29,73.10,-23.40,1858.92,86.78
5382.00,-6.00,20.11,73.09,-23.30,1859.16,86.76
5383.00,-6.00,20.13,73.09,-23.20,1859.39,86.74
5384.00,-5.95,20.35,73.08,-23.10,1859.62,86.72
5385.00,-5.97,20.47,73.08,-23.00,1859.85,86.70
5386.00,-5.87,20.01,73.07,-22.90,1860.08,86.69
5387.00,-6.01,20.33,73.07,-22.80,1860.31,86.67
5388.00,-5.91,20.16,73.06,-22.70,1860.53,86.65
5389.00,-6.00,20.38,73.06,-22.60,1860.76,86.63
5390.00,-5.74,20.02,73.05,-22.50,1860.99,86.61
5391.00,-6.06,20.46,73.05,-22.40,1861.21,86.59
5392.00,-5.96,20.05,73.04,-22.30,1861.43,86.57
5393.00,-5.86,20.45,73.04,-22.20,1861.65,86.56
5394.00,-6.03,20.36,73.03,-22.10,1861.88,86.54
5395.00,-5.69,20.47,73.03,-22.00,1862.10,86.52
5396.00,-5.95,20.35,73.02,-21.90,1862.31,86.50
5397.00,-5.56,20.14,73.02,-21.80,1862.53,86.48
5398.00,-5.59,20.06,73.01,-21.70,1862.75,86.46
5399.00,-5.90,20.42,73.01,-21.60,1862.97,86.44
5400.00,-5.87,20.33,73.00,-21.50,1863.18,86.42
5401.00,-5.76,20.25,73.00,-21.40,1863.39,86.40
5402.00,-5.94,20.07,72.99,-21.30,1863.61,86.38
5403.00,-5.80,20.20,72.99,-21.20,1863.82,86.36
5404.00,-5.49,20.49,72.98,-21.10,1864.03,86.34
5405.00,-5.69,20.41,72.98,-21.00,1864.24,86.32
5406.00,-5.49,20.33,72.97,-20.90,1864.45,86.30
5407.00,-5.54,20.04,72.97,-20.80,1864.66,86.29
5408.00,-5.79,20.35,72.96,-20.70,1864.86,86.27
5409.00,-5.77,20.16,72.96,-20.60,1865.07,86.25
5410.00,-5.59,20.35,72.95,-20.50,1865.28,86.23
5411.00,-5.77,20.22,72.95,-20.40,1865.48,86.21
5412.00,-5.60,20.25,72.94,-20.30,1865.68,86.19
5413.00,-5.68,20.13,72.94,-20.20,1865.88,86.17
5414.00,-5.69,20.24,72.93,-20.10,1866.09,86.15
5415.00,-5.78,20.41,72.93,-20.00,1866.29,86.13
5416.00,-5.58,20.10,72.92,-20.10,1866.49,86.11
5417.00,-5.68,20.32,72.92,-20.20,1866.69,86.09
5418.00,-5.54,20.18,72.91,-20.30,1866.89,86.07
5419.00,-5.80,20.10,72.91,-20.40,1867.10,86.05
5420.00,-5.60,20.10,72.90,-20.50,1867.30,86.03
5421.00,-5.66,20.37,72.90,-20.60,1867.51,86.01
5422.00,-5.61,20.30,72.89,-20.70,1867.71,85.99
5423.00,-5.69,20.12,72.89,-20.80,1867.92,85.97
5424.00,-5.41,20.20,72.88,-20.90,1868.13,85.95
5425.00,-5.70,20.38,72.88,-21.00,1868.34,85.93
5426.00,-5.68,20.33,72.87,-21.10,1868.55,85.91
5427.00,-5.26,20.04,72.87,-21.20,1868.76,85.89
5428.00,-5.65,20.35,72.86,-21.30,1868.98,85.87
5429.00,-5.32,20.41,72.86,-21.40,1869.19,85.85
5430.00,-5.67,20.19,72.85,-21.50,1869.41,85.83
5431.00,-5.47,20.45,72.85,-21.60,1869.62,85.81
5432.00,-5.47,20.19,72.84,-21.70,1869.84,85.79
5433.00,-5.23,20.23,72.84,-21.80,1870.06,85.78
5434.00,-5.26,20.04,72.83,-21.90,1870.28,85.76
5435.00,-5.43,20.13,72.83,-22.00,1870.50,85.74
5436.00,-5.19,20.21,72.82,-22.10,1870.72,85.72
5437.00,-5.39,20.19,72.82,-22.20,1870.94,85.70
5438.00,-5.41,20.49,72.81,-22.30,1871.16,85.68
5439.00,-5.60,20.32,72.81,-22.40,1871.39,85.66
5440.00,-5.27,20.28,72.80,-22.50,1871.61,85.64
5441.00,-5.31,20.45,72.80,-22.60,1871.84,85.62
5442.00,-5.35,20.18,72.79,-22.70,1872.06,85.61
5443.00,-5.42,20.33,72.79,-22.80,1872.29,85.59
5444.00,-5.33,20.49,72.78,-22.90,1872.52,85.57
5445.00,-5.20,20.48,72.78,-23.00,1872.75,85.55
5446.00,-5.08,20.27,72.77,-23.10,1872.98,85.53
5447.00,-5.47,20.20,72.77,-23.20,1873.21,85.51
5448.00,-5.32,20.43,72.76,-23.30,1873.45,85.49
5449.00,-5.12,20.35,72.76,-23.40,1873.68,85.48
5450.00,-5.09,20.28,72.75,-23.50,1873.92,85.46
5451.00,-5.04,20.36,72.75,-23.60,1874.15,85.44
5452.00,-5.22,20.04,72.74,-23.70,1874.39,85.42
5453.00,-5.38,20.17,72.74,-23.80,1874.63,85.40
5454.00,-5.39,20.08,72.73,-23.90,1874.87,85.39
5455.00,-5.24,20.09,72.73,-24.00,1875.11,85.37
5456.00,-5.42,20.30,72.72,-24.10,1875.35,85.35
5457.00,-5.25,20.18,72.72,-24.20,1875.59,85.33
5458.00,-5.31,20.20,72.71,-24.30,1875.83,85.31
5459.00,-5.00,20.36,72.71,-24.40,1876.08,85.30
5460.00,-5.31,20.03,72.70,-24.50,1876.32,85.28
5461.00,-5.06,20.15,72.70,-24.60,1876.57,85.26
5462.00,-4.99,20.25,72.69,-24.70,1876.81,85.24
5463.00,-5.32,20.38,72.69,-24.80,1877.06,85.23
5464.00,-4.87,20.47,72.68,-24.90,1877.31,85.21
5465.00,-5.06,20.11,72.68,-25.00,1877.56,85.19
5466.00,-5.33,20.22,72.67,-25.10,1877.81,85.17
5467.00,-5.15,20.43,72.67,-25.20,1878.06,85.16
5468.00,-5.09,20.27,72.66,-25.30,1878.32,85.14
5469.00,-4.95,20.47,72.66,-25.40,1878.57,85.12
5470.00,-4.85,20.20,72.65,-25.50,1878.83,85.10
5471.00,-4.99,20.14,72.65,-25.60,1879.08,85.09
5472.00,-5.07,20.39,72.64,-25.70,1879.34,85.07
5473.00,-5.10,20.41,72.64,-25.80,1879.60,85.05
5474.00,-5.01,20.34,72.63,-25.90,1879.86,85.04
5475.00,-5.10,20.11,72.63,-26.00,1880.12,85.02
5476.00,-5.08,20.09,72.62,-26.10,1880.38,85.00
5477.00,-5.08,20.18,72.62,-26.20,1880.64,84.98
5478.00,-5.13,20.03,72.61,-26.30,1880.90,84.97
5479.00,-5.16,20.34,72.61,-26.40,1881.17,84.95
5480.00,-4.92,20.42,72.60,-26.50,1881.43,84.93
5481.00,-4.71,20.15,72.60,-26.60,1881.70,84.92
5482.00,-4.87,20.21,72.59,-26.70,1881.96,84.90
5483.00,-4.99,20.31,72.59,-26.80,1882.23,84.88
5484.00,-5.00,20.04,72.58,-26.90,1882.50,84.87
5485.00,-5.12,20.46,72.58,-27.00,1882.77,84.85
5486.00,-4.78,20.40,72.57,-27.10,1883.04,84.83
5487.00,-4.65,20.33,72.57,-27.20,1883.31,84.82
5488.00,-5.02,20.05,72.56,-27.30,1883.59,84.80
5489.00,-4.82,20.30,72.56,-27.40,1883.86,84.79
5490.00,-4.82,20.46,72.55,-27.50,1884.14,84.77
5491.00,-5.03,20.31,72.55,-27.60,1884.41,84.75
5492.00,-4.65,20.09,72.54,-27.70,1884.69,84.74
5493.00,-4.66,20.12,72.54,-27.80,1884.97,84.72
5494.00,-4.82,20.20,72.53,-27.90,1885.25,84.70
5495.00,-5.03,20.17,72.53,-28.00,1885.53,84.69
5496.00,-4.72,20.34,72.52,-28.10,1885.81,84.67
5497.00,-4.91,20.43,72.52,-28.20,1886.09,84.66
5498.00,-4.90,20.21,72.51,-28.30,1886.37,84.64
5499.00,-4.97,20.40,72.51,-28.40,1886.66,84.63
5500.00,-4.51,20.23,72.50,-28.50,1886.94,84.61
5501.00,-4.64,20.40,72.50,-28.60,1887.23,84.59
5502.00,-4.80,20.38,72.49,-28.70,1887.51,84.58
5503.00,-4.59,20.10,72.49,-28.80,1887.80,84.56
5504.00,-4.95,20.45,72.48,-28.90,1888.09,84.55
5505.00,-4.46,20.03,72.48,-29.00,1888.38,84.53
5506.00,-4.66,20.33,72.47,-29.10,1888.67,84.52
5507.00,-4.71,20.03,72.47,-29.20,1888.96,84.50
5508.00,-4.52,20.22,72.46,-29.30,1889.26,84.49
5509.00,-4.60,20.13,72.46,-29.40,1889.55,84.47
5510.00,-4.89,20.02,72.45,-29.50,1889.85,84.45
5511.00,-4.39,20.33,72.45,-29.60,1890.14,84.44
5512.00,-4.72,20.36,72.44,-29.70,1890.44,84.42
5513.00,-4.73,20.33,72.44,-29.80,1890.74,84.41
5514.00,-4.51,20.20,72.43,-29.90,1891.04,84.39
5515.00,-4.81,20.35,72.43,-30.00,1891.34,84.38
5516.00,-4.42,20.47,72.42,-30.10,1891.64,84.36
5517.00,-4.79,20.19,72.42,-30.20,1891.94,84.35
5518.00,-4.65,20.30,72.41,-30.30,1892.24,84.33
5519.00,-4.54,20.03,72.41,-30.40,1892.55,84.32
5520.00,-4.64,20.22,72.40,-30.50,1892.85,84.30
5521.00,-4.60,20.16,72.40,-30.60,1893.16,84.29
5522.00,-4.42,20.24,72.39,-30.70,1893.46,84.28
5523.00,-4.39,20.04,72.39,-30.80,1893.77,84.26
5524.00,-4.40,20.31,72.38,-30.90,1894.08,84.25
5525.00,-4.50,20.31,72.38,-31.00,1894.39,84.23
5526.00,-4.46,20.33,72.37,-31.10,1894.70,84.22
5527.00,-4.33,20.34,72.37,-31.20,1895.01,84.20
5528.00,-4.70,20.30,72.36,-31.30,1895.33,84.19
5529.00,-4.51,20.29,72.36,-31.40,1895.64,84.17
5530.00,-4.64,20.02,72.35,-31.50,1895.96,84.16
5531.00,-4.61,20.32,72.35,-31.60,1896.27,84.15
5532.00,-4.60,20.24,72.34,-31.70,1896.59,84.13
5533.00,-4.26,20.21,72.34,-31.80,1896.91,84.12
5534.00,-4.65,20.30,72.33,-31.90,1897.23,84.10
5535.00,-4.22,20.04,72.33,-32.00,1897.55,84.09
5536.00,-4.15,20.49,72.32,-32.10,1897.87,84.08
5537.00,-4.50,20.42,72.32,-32.20,1898.19,84.06
5538.00,-4.62,20.10,72.31,-32.30,1898.51,84.05
5539.00,-4.21,20.14,72.31,-32.40,1898.84,84.03
5540.00,-4.47,20.13,72.30,-32.50,1899.16,84.02
5541.00,-4.18,20.27,72.30,-32.60,1899.49,84.01
5542.00,-4.20,20.29,72.29,-32.70,1899.81,83.99
5543.00,-4.16,20.45,72.29,-32.80,1900.14,83.98
5544.00,-4.26,20.12,72.28,-32.90,1900.47,83.97
5545.00,-4.27,20.14,72.28,-33.00,1900.80,83.95
5546.00,-4.16,20.13,72.27,-33.10,1901.13,83.94
5547.00,-4.28,20.15,72.27,-33.20,1901.46,83.93
5548.00,-4.04,20.07,72.26,-33.30,1901.80,83.91
5549.00,-4.32,20.12,72.26,-33.40,1902.13,83.90
5550.00,-4.22,20.37,72.25,-33.50,1902.47,83.89
5551.00,-4.44,20.41,72.25,-33.60,1902.80,83.87
5552.00,-4.37,20.02,72.24,-33.70,1903.14,83.86
5553.00,-4.35,20.42,72.24,-33.80,1903.48,83.85
5554.00,-4.06,20.44,72.23,-33.90,1903.82,83.83
5555.00,-4.38,20.05,72.23,-34.00,1904.16,83.82
5556.00,-4.34,20.36,72.22,-34.10,1904.50,83.81
5557.00,-4.21,20.02,72.22,-34.20,1904.84,83.79
5558.00,-4.36,20.11,72.21,-34.30,1905.18,83.78
5559.00,-4.08,20.26,72.21,-34.40,1905.53,83.77
5560.00,-4.16,20.27,72.20,-34.50,1905.87,83.76
5561.00,-4.20,20.00,72.20,-34.60,1906.22,83.74
5562.00,-4.33,20.35,72.19,-34.70,1906.56,83.73
5563.00,-4.25,20.10,72.19,-34.80,1906.91,83.72
5564.00,-4.19,20.36,72.18,-34.90,1907.26,83.71
5565.00,-3.86,20.13,72.18,-35.00,1907.61,83.69
5566.00,-4.33,20.15,72.17,-35.10,1907.96,83.68
5567.00,-4.28,20.31,72.17,-35.20,1908.31,83.67
5568.00,-4.31,20.04,72.16,-35.30,1908.67,83.66
5569.00,-3.99,20.23,72.16,-35.40,1909.02,83.64
5570.00,-4.14,20.26,72.15,-35.50,1909.38,83.63
5571.00,-4.01,20.45,72.15,-35.60,1909.73,83.62
5572.00,-4.24,20.14,72.14,-35.70,1910.09,83.61
5573.00,-4.01,20.07,72.14,-35.80,1910.45,83.59
5574.00,-3.91,20.11,72.13,-35.90,1910.81,83.58
5575.00,-4.20,20.01,72.13,-36.00,1911.17,83.57
5576.00,-3.95,20.49,72.12,-36.10,1911.53,83.56
5577.00,-3.75,20.44,72.12,-36.20,1911.89,83.55
5578.00,-4.15,20.46,72.11,-36.30,1912.25,83.54
5579.00,-4.19,20.15,72.11,-36.40,1912.62,83.52
5580.00,-3.97,20.18,72.10,-36.50,1912.98,83.51
5581.00,-3.78,20.37,72.10,-36.60,1913.35,83.50
5582.00,-4.07,20.19,72.09,-36.70,1913.71,83.49
